n,country,code,region,ims_2005,ims_2010,ims_2015,nmi_2012,nmi_2017,swm_2015,swm_2019,lngdppc_2005,lngdppc_2010,lngdppc_2015,lngdppc_2016,lngdppc_2017,lngdppc_2018,lngdppc_2019,geduc_2005,geduc_2010,geduc_2015,geduc_2016,geduc_2017,geduc_2018,geduc_2019,unem_2005,unem_2010,unem_2015,unem_2016,unem_2017,unem_2018,unem_2019,edb_2019,timebuss_2005,timebuss_2010,timebuss_2015,timebuss_2016,timebuss_2017,timebuss_2018,timebuss_2019,gef_2005,gef_2010,gef_2015,gef_2016,gef_2017,gef_2018,gef_2019,psa_2005,psa_2010,psa_2015,psa_2016,psa_2017,psa_2018,psa_2019,req_2005,req_2010,req_2015,req_2016,req_2017,req_2018,req_2019,rlw_2005,rlw_2010,rlw_2015,rlw_2016,rlw_2017,rlw_2018,rlw_2019,vacc_2005,vacc_2010,vacc_2015,vacc_2016,vacc_2017,vacc_2018,vacc_2019,cci_2005,cci_2010,cci_2015,cci_2016,cci_2017,cci_2018,cci_2019,efi_2005,efi_2010,efi_2015,efi_2016,efi_2017,efi_2018,efi_2019,ecfif_2005,ecfif_2010,ecfif_2015,ecfif_2016,ecfif_2017,ecfif_2018,pw,ind,msc,una,lto,idu,inmp_lower05,inmp_raise05,inmp_lower09,inmp_raise09,inmp_lower15,inmp_raise15,retp_yes15,pop_2005,lgpop_2005,pop_2010,lgpop_2010,pop_2014,pop_2015,lgpop_2015,pop_2017,pop_2018,pop_2019,p1564_2005,p1564_2010,p1564_2015,p1564_2016,p1564_2017,p1564_2018,p1564_2019,namerica,easia,ecasia,africame,sasia,ssafrica,asia,europe,africa,pacific,langpr,langfr,infl_2005,infl_2010,infl_2012,infl_2013,infl_2014,infl_2015,infl_2016,infl_2017,infl_2018,infl_2019,islam,unaff,hinduism,relgothers,govfcexp_2015,govfcexp_2016,govfcexp_2017,govfcexp_2018,govfcexp_2019,currenthexp_2015,currenthexp_2016,currenthexp_2017,currenthexp_2018,democracy_2005,demcr_high05,democracy_2010,demcr_high10,democracy_2015,demcr_high15,hief_2005,hief_2010,hief_2013,agedem_2015,mwg_2010,ppp_2005,ppp_2006,ppp_2007,ppp_2008,ppp_2009,ppp_2010,ppp_2011,ppp_2012,ppp_2013,ppp_2014,ppp_2015,ppp_2016,ppp_2017,ppp_2018,ppp_2019,more_demreg,oilrent_2005,oilrent_2010,oilrent_2015,refugpop05,refugpop10,refugpop15,lgrefug_2005,lgrefug_2010,lgrefug_2015,gexp_imf05,gexp_imf10,gexp_imf15,vulemp_2005,vulemp_2010,vulemp_2015,primenr_2005,primenr_2010,primenr_2015,seconer_2005,seconer_2010,seconer_2015,tertenr_2005,tertenr_2010,tertenr_2015,natresour_05,natresour_10,natresour_15,natdis_2005,natdis_2010,natdis_2015,cpi_2015,cpi_2018,life_expb05,life_expb10,life_expb15,rcatexp_sg05,rcatexp_sg10,rcatexp_sg15,contrprev_05,contrprev_10,contrprev_15,ginirank,ginival,tour_arr2005,tour_arr2010,tour_arr2015,richoil_2015,remrec_2015
136,Myanmar,MMR,East Asia & Pacific,0.166100814,0.147708389,0.136014603,-528211,-816564,71.6,72.6,7.555882208,8.048762983,8.359017877,8.408030907,8.463773452,8.523012402,8.545227369,NA,NA,NA,NA,2.087680101,1.922889948,1.93208003,0.773999989,0.785000026,0.765999973,0.765999973,1.550999999,1.493999958,1.577000022,165,NA,NA,16,14,14,14,7,-1.526451,-1.6179,-1.238595,-0.9762803,-1.052141,-1.068652,-1.149869,-0.9032658,-1.285928,-1.165067,-0.8046199,-1.084678,-1.258713,-1.261767,-2.120716,-2.24437,-1.222467,-0.8683162,-0.8317073,-0.7442002,-0.7603928,-1.731732,-1.547706,-1.236539,-0.8869774,-0.945455,-1.032395,-1.062784,-2.166205,-2.067405,-1.218982,-0.7967733,-0.8643817,-0.8857879,-0.8377732,-1.537207,-1.672876,-0.8361852,-0.621139,-0.5652707,-0.5883577,-0.6251955,NA,NA,NA,NA,NA,NA,53.6,3.6,3.93,5.54,5.7,5.74,5.81,NA,NA,NA,NA,NA,NA,1,0,1,0,0,0,1,48949924,17.70630837,51413698,17.7394783,52280807,52680726,17.77976022,53382581,53708395,54045420,64.18724572,65.14851598,67.01409544,67.31718483,67.59224925,67.84430978,68.07389414,0,1,0,0,0,0,1,0,0,0,NA,2,9.368618142,7.718381959,1.467583227,5.643038834,4.953299185,9.454171895,6.928825258,4.572536553,6.872328657,8.825066968,0,0,0,1,19.81981714,19.04864015,18.39860453,18.30260383,NA,5.4778142,5.11008072,5.09039927,4.79125547,-8,0,-6,0,NA,NA,56.7,58.2,59,0,NA,133.462,155.926,186.154,214.616,231.982,244.509,261.784,267.496,278.559,294.007,318.979,347.071,366.713,377.617,394.237,0,2.370071094,0.762547905,0.206004679,NA,NA,NA,NA,NA,NA,13.133,14.15,24.208,71.95999908,65.86999893,61.72000122,98.13961029,98.11195374,NA,44.33734894,48.13747025,NA,NA,NA,NA,12.59736803,5.839706277,6.813420499,17.00000001,45.00000004,212.9999996,22,29,61.607,63.525,65.81,NA,NA,NA,NA,46,NA,71,38.1,13.39999511,13.58231667,15.35902232,0,2.955679035
137,Namibia,NAM,Sub-Saharan Africa,5.242853323,4.668261882,3.818401435,-37034,-24030,75.2,77.6,8.973130971,9.092503811,9.257939353,9.236665335,9.215377791,9.203514419,9.17338385,NA,8.349610329,NA,NA,NA,NA,NA,21.96699905,22.10000038,20.88199997,20.88199997,21.5739994,19.87700081,20.27300072,104,95,66,66,66,54,54,54,0.02189,0.0661187,0.2481846,0.167302,0.2002399,0.106442,0.0966495,0.6252772,0.84694,0.7331128,0.7100897,0.6281999,0.6988704,0.5339198,0.1201045,0.085406,-0.0897799,-0.1359364,-0.1895842,-0.076009,-0.1089083,-0.0663913,0.1546702,0.1903548,0.3626662,0.2412407,0.2446169,0.3099801,0.3317865,0.3498072,0.5793691,0.5842416,0.5511567,0.4868191,0.5421898,0.197509,0.3374954,0.3193384,0.3328255,0.3193675,0.3381373,0.3724811,61.4,62.2,59.6,61.9,62.5,58.5,58.7,6.59,6.69,6.63,6.43,6.4,6.52,65,30,40,45,35,NA,0,0,0,0,0,0,1,1938320,14.47733218,2194784,14.56639537,2273430,2314904,14.65487878,2402603,2448255,2494530,56.7987742,58.46397662,59.35347643,59.42361551,59.44857163,59.45371913,59.48603545,0,0,0,0,0,1,0,0,1,0,0.053,56,2.28194607,4.874919876,6.721997773,5.600925023,5.350169669,3.394015384,6.728582346,6.145799811,4.291591053,3.722394144,0,0,0,0,27.38085029,27.12995741,25.91217603,25.83823537,25.91279421,9.70993042,8.85608196,8.28922272,7.95077181,6,1,6,1,6,1,74.9,75.6,76,0,NA,3.364,3.675,3.936,4.282,4.546,4.653,4.732,5.212,5.4,5.666,5.932,6.414,7.021,7.15,7.131,0,0,0,0,5297,7249,1730,8.574895902,8.888618807,7.455876687,26.81,32.725,42.497,31.14999962,31.52000046,27.4000001,113.3032532,115.1931305,NA,63.51296997,NA,NA,6.782219887,NA,20.59754944,1.292199936,2.902366885,3.607383117,0,8.000000045,0,53,53,50.931,56.665,62.119,21.9,20.1,12.5,NA,NA,NA,2,59.1,13.5644818,13.79938118,14.14337442,0,0.414062272
138,Nauru,NRU,East Asia & Pacific,22.27385072,21.06733167,31.0898063,NA,NA,72,NA,8.632687888,8.80934474,9.330640411,9.32074687,9.274904388,9.347541468,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,..,-0.5599525,-0.5363368,-0.6883387,-0.434347,-0.076744,-0.1294804,1.067156,1.453984,0.5437602,0.5790772,0.5187081,0.8569517,0.8625854,..,-1.045812,-1.223166,-0.3848716,-1.096876,-0.1429856,-0.0331936,0.7861269,0.4645373,-1.086186,-0.775308,-0.7283386,-0.6908098,-0.7636908,1.065369,1.066605,0.5468488,0.5079076,0.5078383,0.6610956,0.6284045,..,0.0135115,-0.5246901,-0.428144,-0.4729909,-0.5539683,-0.4493027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,9849,9.195125206,10279,9.210840247,11853,12475,9.431481921,12876,12704,12581,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,0,0,0,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,15.1927681,14.08638191,11.58332348,9.5781002,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,NA,1.156,0.964,0.904,1.053,1.372,1.102,1.209,1.521,1.161,1.067,0.932,1.18,1.295,1.318,1.328,0,NA,0,0,NA,NA,508,NA,NA,6.230481448,NA,74,83.09,NA,NA,NA,131.5904083,NA,NA,49.42338943,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,12.00803011
139,Nepal,NPL,South Asia,2.663821993,2.153069422,1.817645553,-2040239,208549,80.2,82.9,7.595681443,7.76484461,7.976440282,7.973241307,8.038933521,8.08725402,8.136457168,3.364639997,3.631720066,3.703589916,4.440989971,5.518370152,5.102069855,NA,1.595000029,1.516000032,1.475000024,1.475000024,1.396000028,1.350000024,1.406999946,94,31,31,17,17,18.5,18.5,22.5,-0.8523244,-0.8735455,-1.053647,-0.8264515,-0.8868762,-0.9023383,-1.0452,-2.099816,-1.583971,-0.9983346,-0.846812,-0.6910934,-0.5957747,-0.4656303,-0.5256447,-0.7441027,-0.7995815,-0.7645323,-0.716038,-0.7374361,-0.7013751,-0.8157676,-0.9518621,-0.6768322,-0.7954693,-0.6760092,-0.4781068,-0.5355341,-1.146816,-0.4474926,-0.4154409,-0.2514143,-0.2325016,-0.1304834,-0.1306429,-0.7433895,-0.6924811,-0.5780479,-0.799911,-0.7495784,-0.6737257,-0.6740938,51.4,52.7,51.3,50.9,55.1,54.1,53.8,6.46,6.52,6.49,6.48,6.59,6.48,65,30,40,40,NA,NA,0,0,0,0,0,0,1,25744500,17.06373157,26989862,17.11183664,26906926,27015031,17.11190397,27627124,28087871,28608710,56.4279283,58.69897663,61.10603019,62.07694387,62.99880203,63.8580639,64.64705679,0,0,0,0,1,0,1,0,0,0,NA,1,6.836332659,9.326504107,9.459809804,9.040163119,8.364154697,7.868908956,8.79034332,3.627096107,4.061163388,5.568685478,0,0,1,0,10.91623708,11.52618312,11.21155112,11.63450564,11.56449883,6.21927214,6.27839279,5.48825455,5.84083414,-6,0,6,1,6,1,84.6,85.4,86,8,189.2,15.708,16.368,17.152,17.77,20.442,23.267,25.255,26.004,26.8,28.153,29.943,31.999,31.235,32.411,33.997,0,0,0,0,126432,89804,32669,11.74745989,11.4053848,10.3941819,13.744,18.769,20.104,82.34999847,80.70999908,78.27999878,114.5092697,144.4519348,144.1776733,48.14907837,57.63132095,67.84368896,7.736219883,14.33990002,14.96646023,0.792751668,1.470747774,1.100329569,69.00000019,149.9999992,8998.002288,27,31,65.264,67.611,69.515,73.4,75.3,67.5,NA,NA,NA,119,32.8,12.8346813,13.30967248,13.19747085,0,31.43237437
140,Netherlands,NLD,Europe & Central Asia,10.63044717,11.01826159,11.69568274,62687,80000,78.9,78.3,10.81376539,10.86432868,10.88225423,10.89861285,10.92139422,10.93888965,10.94966746,5.109399796,5.489089966,5.34815979,5.479599953,5.17509985,NA,NA,5.872000217,4.988999844,6.872000217,6.872000217,4.839000225,3.829999924,3.196000099,42,9,8,3.5,3.5,3.5,3.5,3.5,1.942671,1.729366,1.832507,1.833539,1.851793,1.850466,1.798008,0.9889213,0.9407501,0.9261193,0.9122675,0.9209073,0.8614051,0.8572519,1.655154,1.731538,1.799031,1.976167,2.047448,2.020491,1.861079,1.764358,1.819352,1.944192,1.89441,1.830023,1.815322,1.808467,1.66602,1.450569,1.561143,1.540341,1.56937,1.596515,1.564838,1.970572,2.143759,1.884297,1.913111,1.867299,2.009312,1.999758,72.9,75,73.7,74.6,75.8,76.2,76.8,7.85,7.7,7.85,7.82,7.72,7.82,38,80,14,53,67,68,1,0,1,0,0,0,0,16319868,16.60789382,16754962,16.62584017,16865008,16939923,16.6451837,17131296,17231624,17332850,67.54597835,67.04027839,65.32420021,65.0519292,64.85473799,64.69564866,64.51118404,0,0,1,0,0,0,0,1,0,0,NA,4,1.688130179,1.275305696,2.455547653,2.506898527,0.97603508,0.600248147,0.316666667,1.381458714,1.703497947,2.633699102,0,0,0,0,24.97855097,24.6834487,24.31646314,24.36875555,24.50635424,10.32396889,10.2534523,10.05979824,9.97458649,10,1,10,1,10,1,23.3,30.6,35.4,119,1606.45,0.864,0.86,0.855,0.858,0.854,0.852,0.836,0.824,0.798,0.809,0.81,0.796,0.778,0.779,0.788,1,0.046765365,0.03623651,0.027742591,118172,74948,88518,11.67989647,11.22454982,11.3909612,41.419,47.04,43.803,9.610000253,11.18000042,13.00999981,106.7393265,108.2760773,102.6976013,118.3736115,122.0791092,133.5458527,58.68983841,63.71601868,80.5699234,0.483046479,0.906566159,0.480484803,0,4.999999976,1.000000014,84,82,79.34634146,80.70243902,81.5097561,0.1,NA,0.1,NA,NA,NA,144,28.2,16.11929493,16.2027125,16.52402732,0,0.30030008
141,New Caledonia,NCL,East Asia & Pacific,24.22786128,24.82615844,24.43390418,3003,2510,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.35499954,14.39799976,14.12699986,14.12699986,13.2489996,12.84700012,12.80000019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,232250,12.35556966,259000,12.4282157,268050,272400,12.51502685,280350,284060,287800,65.97262754,67.05636875,67.79960526,67.92856075,68.02237056,68.08491641,68.13934571,0,1,0,0,0,0,0,0,0,1,0.012,22,NA,NA,1.749672346,1.27761319,0.178851061,0.570508141,0.578317436,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1007.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.56000024,14.40999985,14.43000026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.72195122,77.25912213,77.24430351,NA,NA,NA,NA,NA,NA,NA,NA,11.5228758,11.50287513,11.64395373,NA,NA
142,New Zealand,NZL,East Asia & Pacific,20.31470731,21.68544621,22.95970035,90895,74403,69.7,71.7,10.50963858,10.5204562,10.60824716,10.62336944,10.63328084,10.65419054,10.66633611,6.278960228,7.001289845,6.337389946,6.433350086,6.283669949,NA,NA,3.806999922,6.55700016,5.364999771,5.364999771,4.702000141,4.297999859,4.068999767,1,12,0.5,0.5,0.5,0.5,0.5,0.5,1.746396,1.816698,1.884376,1.843005,1.766153,1.670251,1.670904,1.253895,1.236489,1.525453,1.519183,1.587232,1.540082,1.507665,1.632703,1.814871,1.920748,2.038275,2.088636,2.007552,1.880907,1.858338,1.86925,2.001393,1.954468,1.922857,1.87523,1.884739,1.628602,1.507506,1.554845,1.533283,1.557573,1.624592,1.569035,2.201448,2.337902,2.275631,2.283942,2.24114,2.175004,2.170071,82.3,82.1,82.1,81.6,83.7,84.2,84.4,8.35,8.24,8.5,8.53,8.48,8.53,22,79,58,49,33,75,0,0,0,1,0,0,1,4133900,15.23473183,4408100,15.28584731,4509700,4595700,15.34063164,4793900,4841000,4917000,66.39205098,66.44976662,65.38199323,65.19028216,64.95437932,64.69414402,64.43943975,0,1,0,0,0,0,0,0,0,1,0.053,56,3.037023326,2.30202386,1.059913184,1.134422664,1.227507506,0.292704628,0.646240284,1.850787675,1.598297038,1.619631902,0,0,0,0,18.55873061,18.2056896,17.95582213,18.47526947,NA,9.31466961,9.27398205,9.01967621,9.21034622,10,1,10,1,10,1,42.6,46.3,48.5,159,1142.67,1.408,1.398,1.421,1.448,1.45,1.474,1.486,1.496,1.446,1.441,1.475,1.441,1.453,1.436,1.443,1,0.235462233,0.672319969,0.198905964,5298,2298,1313,8.57508467,7.739794458,7.180069874,37.14,43.028,37.344,12.02999985,11.68999994,11.27999991,99.71794891,101.110939,97.94277954,120.2476501,119.0647202,114.7460938,NA,NA,80.56337738,1.188525125,2.200426052,1.358559563,0,1.00000008,4.99999998,91,87,79.85121951,80.70243902,81.45682927,NA,NA,NA,NA,NA,NA,NA,NA,14.67120167,14.70545731,14.92703907,0,0.299624533
143,Nicaragua,NIC,Latin America & Caribbean,0.649114657,0.65065892,0.661982706,-135020,-106360,65.3,68.3,8.371190092,8.436382251,8.635935316,8.667664642,8.700184074,8.647330615,8.595472012,NA,4.484220028,4.078430176,4.081150055,4.357679844,NA,NA,5.369999886,7.829999924,4.699999809,4.699999809,3.299999952,5.199999809,6.836999893,142,40,39,14,14,14,14,14,-0.8168674,-0.9621997,-0.8159055,-0.6885888,-0.6297874,-0.8024699,-0.7708744,-0.3387231,-0.4997092,-0.0866075,-0.0887977,-0.0489222,-0.9427003,-1.034828,-0.4454578,-0.282892,-0.3944113,-0.5067052,-0.6719558,-0.7052147,-0.6890581,-0.6137064,-0.8286513,-0.7361089,-0.6442274,-0.6448976,-1.059304,-1.17569,-0.2489952,-0.4776356,-0.4147553,-0.680073,-0.7175799,-1.082794,-1.07709,-0.6086186,-0.7528315,-0.8882873,-0.8714551,-0.8722351,-1.092894,-1.121844,62.5,58.3,NA,NA,NA,NA,57.7,7.43,7.18,7.17,7.17,7.12,7.05,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,5438690,15.50904878,5982526,15.57750903,6142733,6223240,15.64380123,6384855,6465513,6545502,59.61260892,62.15425137,63.97330008,64.21182892,64.39931362,64.55082135,64.68715463,0,0,0,0,0,0,0,0,0,0,0.059,20,9.599099861,5.455134259,7.193550533,7.135467853,6.035968618,3.997379967,3.523173176,3.850671663,4.94723728,5.376289908,0,0,0,0,14.05206107,14.46112013,14.41009561,15.20640065,15.64499872,7.96303225,8.04877567,8.31693268,8.56453705,8,1,9,1,9,1,53.3,54,54.4,32,NA,5.714,6.002,6.411,7.307,7.689,8.067,8.71,9.362,9.715,10.16,10.554,10.594,10.807,10.933,11.242,0,0,0,0,222,59,325,5.402677382,4.077537444,5.783825182,21.296,22.588,25.338,45.32999897,44.55999947,39.29000092,119.4757538,120.6404266,NA,68.19142151,73.43241882,NA,NA,NA,NA,1.164978098,3.851873426,3.076456708,7.000000021,77.00000047,3.000000035,27,25,71.195,72.428,73.649,47,41.1,32.6,NA,NA,NA,28,46.2,13.47583319,13.8264505,14.14193246,0,9.387219124
144,Niger,NER,Sub-Saharan Africa,0.922929003,0.776234211,0.951072208,18911,20001,58.8,65.2,6.868536563,6.943994924,7.0320338,7.048955456,7.059345477,7.090881681,7.110296428,NA,2.744709969,4.494679928,2.990449905,2.581650019,3.547209978,NA,3.099999905,0.583999991,0.514999986,0.514999986,0.486999989,0.470999986,0.474999994,132,36,18,16,11,8,10,10,-0.772457,-0.6592782,-0.6546196,-0.6334934,-0.7042371,-0.7660425,-0.8010617,-0.488365,-1.160745,-1.066546,-1.103307,-1.265569,-1.354283,-1.403038,-0.4114659,-0.5173832,-0.7289673,-0.6713569,-0.6793114,-0.6391519,-0.6687045,-0.7069026,-0.4824711,-0.5707142,-0.6610765,-0.6809732,-0.5802386,-0.5329312,-0.2835604,-0.6669648,-0.2046032,-0.4192002,-0.4280573,-0.582216,-0.5653689,-0.717895,-0.661096,-0.6542467,-0.6442041,-0.6630446,-0.5796463,-0.5541663,54.1,52.9,54.6,54.3,50.8,49.5,51.6,5.12,5.8,5.71,5.9,5.94,5.85,NA,NA,NA,NA,NA,NA,1,0,NA,NA,0,0,0,13624467,16.42737778,17795191,16.61668826,19240157,20001663,16.81132598,21602472,22442948,23310715,48.36426262,47.4605997,47.25925539,47.25836963,47.31635613,47.42066751,47.56111943,0,0,0,0,0,1,0,0,1,0,0.012,22,7.797497818,0.804073081,0.45508982,2.29723115,-0.93028726,-0.57609037,1.653889224,2.796373189,2.96760366,-2.489792651,1,0,0,0,17.72545867,15.82351968,17.20719525,16.85866817,17.2370468,7.13803673,6.16463852,7.66223145,7.33380175,6,1,3,1,6,1,66.7,66.7,66.6,7,122.77,189.247,186.436,194.334,209.936,217.077,222.033,226.128,233.427,242.084,244,249.921,257.019,258.46,258.54,254.277,0,0,0,0.973444101,297,315,124717,5.693732139,5.752572639,11.73380245,15.504,14.259,24.236,90.04999924,89.36000061,94.13999939,48.35649109,62.70835876,71.59590912,9.631489754,13.04246998,20.09321976,1.047739983,1.372640014,3.299669981,7.435094686,7.322615973,10.19777624,0,4.999999999,27.00000009,34,34,53.411,57.333,60.631,87.4,90.3,86,NA,18,NA,105,34.3,10.96819829,11.21182037,11.81303006,0,1.771564424
145,Nigeria,NGA,Sub-Saharan Africa,0.46415941,0.577148809,0.658124088,-300000,-300000,60.4,65.3,8.293409358,8.503567783,8.615185309,8.572607453,8.554557256,8.547736857,8.543932405,NA,NA,NA,NA,NA,NA,NA,3.74000001,3.76699996,4.31099987,4.31099987,8.388999939,8.243000031,8.095999718,131,NA,NA,30.3,24.9,18.9,10.9,7.2,-0.8927642,-1.165138,-0.9588076,-1.087536,-1.012332,-1.022591,-1.088634,-1.667195,-2.211123,-1.925443,-1.87771,-1.998827,-2.090506,-1.934674,-0.7606229,-0.7274519,-0.8505214,-0.9188931,-0.8854988,-0.8030536,-0.8609852,-1.353806,-1.157995,-0.9616228,-1.017249,-0.8715386,-0.8808043,-0.8979821,-0.8689434,-0.7770869,-0.3732246,-0.319409,-0.3400797,-0.4080985,-0.412996,-1.158724,-1.048915,-1.079387,-1.025006,-1.077717,-1.046155,-1.094948,48.4,56.8,55.6,57.5,57.1,58.5,57.3,6.19,6.17,6.63,6.87,6.83,6.93,80,30,60,55,13,84,0,0,0,0,0,0,1,138865016,18.74901291,167228767,18.88128532,176404902,181137448,19.01476668,190873311,195874740,200963599,53.58621498,53.22643051,53.13394776,53.14795166,53.23774609,53.38598302,53.56938646,0,0,0,0,0,1,0,0,1,0,0.053,56,17.86349337,13.72020184,12.21778174,8.475827285,8.062485824,9.009387183,15.67534055,16.52353998,12.09473155,11.39679497,0,0,0,0,5.935159057,5.384281786,4.403315163,5.60432946,5.888083885,3.58195019,3.64773679,3.75553846,3.88990784,4,1,4,1,7,1,85.1,85,85,33,122.77,47.98,56.161,58.666,63.708,65.993,73.438,78.777,86.826,90.261,92.782,96.832,105.374,115.978,124.843,135.391,0,18.57942461,12.81114124,2.992006443,9017,8744,1387,9.106866963,9.07612303,7.23489842,17.812,16.592,11.074,85.76999855,82.37999821,81.99000168,101.3650818,85.11785126,NA,34.95774841,44.2182312,46.7820015,10.49106026,9.57199955,NA,20.57572997,14.83362273,5.025502875,60.00000002,40.00000001,52.99999997,26,27,48.252,50.896,53.112,NA,50.8,45,NA,NA,NA,43,43,13.82546089,14.2569861,14.04264613,0,4.237039299
146,North Macedonia,MKD,Europe & Central Asia,6.249320816,6.28870713,6.289774173,-8853,-4999,57.7,82.6,9.305693037,9.496163671,9.6128974,9.640300141,9.650458729,9.678584236,9.709842408,NA,NA,NA,NA,NA,NA,NA,37.25,32.02000046,26.06800079,26.06800079,22.38100052,20.73600006,17.75900078,17,60,16,15,15,15,15,15,-0.3286524,-0.0899654,0.1183688,0.1037967,0.1474429,0.0902431,-0.0024858,-1.158372,-0.5185171,-0.2870161,-0.3512047,-0.2543229,-0.2000881,-0.0492005,-0.234497,0.3209654,0.4317179,0.4409401,0.504985,0.5263917,0.5087845,-0.317825,-0.2643115,-0.1888124,-0.2775652,-0.2419654,-0.2839102,-0.2434363,-0.1014686,0.1149856,-0.1819014,-0.2349834,-0.1391787,-0.0079298,-0.0015602,-0.4488492,-0.0809108,-0.2560806,-0.2852793,-0.30723,-0.3648497,-0.4094637,56.1,65.7,67.1,67.5,70.7,71.3,71.1,6.73,7.06,7.24,7.21,7.15,7.15,90,22,45,87,62,35,0,0,0,0,0,0,1,2060273,14.53834906,2074278,14.54341707,2077775,2079328,14.54755532,2081996,2082958,2083459,68.78981572,70.49766243,70.64027417,70.36289441,70.08894349,69.81281899,69.52097449,0,0,1,0,0,0,0,1,0,0,NA,1,0.525515951,1.50997522,3.316055667,2.785000567,-0.281705033,-0.299920476,-0.239290788,1.351618897,1.458312985,0.766439573,0,0,0,0,16.97635226,15.43002211,14.92074175,14.28365615,14.03581777,6.34227896,6.37943363,6.5939827,6.58288956,9,1,9,1,9,1,NA,NA,NA,25,NA,17.902,17.942,18.275,18.91,18.823,18.986,19.29,19.003,19.105,18.996,19.435,18.961,19.043,19.274,19.384,1,0,0,0,1273,1397,697,7.149131599,7.242082359,6.546785411,32.491,32.51,32.222,22.43000031,23.11000061,21.82000017,93.55592346,87.38520813,93.89246368,81.52539825,82.19670868,81.89321899,29.21603966,37.48020172,41.14332962,2.044321268,4.712397424,1.280147866,1,0,7.000000009,42,37,73.986,74.662,75.406,NA,NA,NA,13.5,NA,NA,NA,NA,12.19095901,12.47609978,13.0939639,0,3.046910475
147,Northern Mariana Islands,MNP,East Asia & Pacific,58.32038775,44.87189009,39.30996913,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56542,10.942739,54311,10.89620214,55305,55780,10.92917066,56562,56882,57216,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,0,0,0,1,0.053,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.13626628,12.84529148,13.07945588,0,NA
